game_id,na_sales_in_millions,pal_sales_in_millions,japan_sales_in_millions,other_sales_in_millions,global_sales_in_millions,total_shipped_in_millions
745,,,,,,0.47
746,0.44,0.02,,0.0,0.47,
747,0.37,0.01,0.07,0.02,0.47,
748,0.26,0.13,,0.08,0.47,
749,0.05,0.09,0.3,0.03,0.47,
750,0.43,0.01,,0.04,0.47,
751,0.43,0.0,,0.04,0.47,
752,0.23,0.16,,0.08,0.47,
753,0.33,0.12,,0.01,0.47,
754,0.3,0.08,0.07,0.01,0.47,
755,0.43,0.03,,0.0,0.46,
756,0.3,0.12,,0.04,0.46,
757,0.2,0.15,0.06,0.05,0.46,
758,0.09,0.25,,0.12,0.46,
759,0.42,,,0.04,0.46,
760,0.38,0.01,,0.06,0.46,
761,,,,,,0.46
762,0.43,0.03,,0.0,0.46,
763,0.22,0.18,,0.06,0.46,
764,0.33,0.12,,0.01,0.46,
765,0.37,,,0.09,0.46,
766,0.21,0.15,0.07,0.03,0.46,
767,,,,,,0.45
768,0.34,0.09,0.02,0.01,0.45,
769,0.29,0.13,,0.04,0.45,
770,0.22,0.17,,0.06,0.45,
771,,,0.45,,0.45,
772,0.42,0.03,,0.0,0.45,
773,0.03,0.02,0.38,0.02,0.45,
774,0.21,0.21,,0.04,0.45,
775,0.39,0.02,,0.03,0.45,
776,0.25,0.17,,0.03,0.45,
777,,,,,,0.45
778,0.36,0.08,,0.01,0.45,
779,0.39,0.02,0.01,0.04,0.45,
780,0.42,0.02,,0.0,0.45,
781,,,0.42,0.03,0.45,
782,0.41,0.0,,0.03,0.45,
783,0.04,0.03,0.36,0.01,0.45,
784,0.21,0.2,,0.04,0.45,
785,0.42,0.03,,0.0,0.45,
786,0.27,0.13,0.01,0.04,0.45,
787,0.25,0.15,,0.04,0.45,
788,0.32,0.08,,0.04,0.44,
789,0.22,0.17,,0.06,0.44,
790,0.19,0.09,0.11,0.05,0.44,
791,0.22,0.17,,0.06,0.44,
792,0.28,0.12,,0.04,0.44,
793,0.26,0.14,,0.04,0.44,
794,0.26,0.14,,0.04,0.44,
795,0.22,0.17,,0.06,0.44,
796,0.24,0.17,,0.04,0.44,
797,0.33,0.1,,0.02,0.44,
798,0.16,0.21,,0.07,0.44,
799,0.33,0.1,,0.02,0.44,
800,0.33,0.1,,0.02,0.44,
801,0.16,0.23,,0.05,0.44,
802,0.12,0.2,0.05,0.08,0.44,
803,0.19,0.2,,0.05,0.44,
804,0.25,0.15,,0.04,0.44,
805,0.24,0.17,,0.03,0.44,
806,0.09,0.02,0.32,0.01,0.44,
807,0.26,0.13,,0.05,0.44,
808,0.31,0.12,,0.01,0.44,
809,,,,,,0.44
810,0.26,0.13,,0.04,0.44,
811,0.31,0.12,,0.01,0.44,
812,0.19,0.18,,0.07,0.44,
813,0.31,0.12,,0.01,0.44,
814,0.18,0.18,,0.07,0.44,
815,,,0.44,,0.44,
816,0.21,0.17,,0.06,0.43,
817,0.31,0.12,,0.01,0.43,
818,0.4,0.02,,0.0,0.43,
819,0.25,0.14,,0.04,0.43,
820,0.15,0.04,,0.24,0.43,
821,0.21,0.16,,0.06,0.43,
822,0.2,0.12,0.06,0.05,0.43,
823,0.16,0.19,0.0,0.07,0.43,
824,0.21,0.16,,0.05,0.43,
825,0.13,0.23,,0.07,0.43,
826,0.13,0.19,,0.11,0.43,
827,0.39,,,0.03,0.42,
828,,,,,,0.42
829,0.27,0.11,,0.04,0.42,
830,0.15,0.17,,0.1,0.42,
831,0.15,0.18,0.03,0.06,0.42,
832,0.22,0.16,,0.04,0.42,
833,,,0.42,,0.42,
834,0.24,0.16,,0.03,0.42,
835,0.27,0.1,,0.05,0.42,
836,0.21,0.16,,0.05,0.42,
837,0.21,0.16,,0.05,0.42,
838,0.3,0.11,,0.01,0.42,
839,0.42,0.0,,,0.42,
840,0.23,0.15,,0.04,0.42,
841,0.21,0.16,,0.05,0.42,
842,,,,,,0.42
843,,,,,,0.42
844,0.34,0.07,,0.0,0.42,
845,0.12,0.21,0.02,0.06,0.42,
846,0.18,0.14,0.05,0.05,0.42,
847,0.31,0.09,,0.01,0.42,
848,,,,,,0.42
849,,,,,,0.42
850,0.2,0.16,,0.05,0.42,
851,0.2,0.16,,0.05,0.42,
852,0.41,0.0,,,0.41,
853,0.34,0.01,,0.06,0.41,
854,0.21,0.12,0.03,0.05,0.41,
855,0.21,0.13,,0.07,0.41,
856,0.23,0.16,,0.03,0.41,
857,0.27,0.08,,0.07,0.41,
858,,,0.41,,0.41,
859,0.2,0.16,,0.05,0.41,
860,,,,,,0.41
861,0.33,0.07,,0.0,0.41,
862,0.2,0.16,,0.05,0.41,
863,0.17,0.15,,0.08,0.41,
864,0.28,0.09,,0.04,0.41,
865,0.19,0.18,,0.04,0.41,
866,0.31,0.08,,0.01,0.41,
867,0.34,0.01,,0.06,0.41,
868,0.21,0.15,,0.04,0.41,
869,0.2,0.15,,0.05,0.41,
870,0.36,0.02,,0.03,0.4,
871,0.38,0.02,,0.0,0.4,
872,0.38,0.02,,0.0,0.4,
873,0.36,0.01,,0.03,0.4,
874,0.37,0.02,,0.0,0.4,
875,,,0.4,,0.4,
876,0.29,0.11,,0.01,0.4,
877,0.31,0.08,,0.01,0.4,
878,0.27,0.01,0.09,0.03,0.4,
879,0.18,0.18,,0.04,0.4,
880,0.19,0.15,,0.06,0.4,
881,,,,,,0.4
882,,,,,,0.4
883,0.29,0.11,,0.01,0.4,
884,0.31,0.08,,0.01,0.4,
885,0.29,0.11,,0.01,0.4,
886,0.32,0.03,0.01,0.04,0.4,
887,0.21,0.15,,0.03,0.4,
888,0.24,0.12,,0.04,0.4,
889,0.22,0.14,,0.04,0.4,
890,0.2,0.11,0.04,0.03,0.4,
891,0.22,0.14,,0.04,0.39,
892,0.12,0.22,,0.05,0.39,
893,0.13,0.2,,0.07,0.39,
894,0.19,0.15,,0.05,0.39,
895,0.26,0.11,,0.02,0.39,
896,0.28,0.1,,0.01,0.39,
897,0.15,0.19,,0.04,0.39,
898,0.19,0.17,,0.03,0.39,
899,0.14,0.19,,0.07,0.39,
900,0.37,0.02,,0.0,0.39,
901,0.39,0.0,,,0.39,
902,0.38,0.01,,,0.39,
903,0.31,0.07,,0.0,0.39,
904,0.32,,,0.07,0.39,
905,0.18,0.17,,0.04,0.39,
906,0.19,0.15,,0.05,0.39,
907,0.19,0.15,,0.05,0.39,
908,0.25,0.1,,0.04,0.39,
909,,,,,,0.39
910,,,,,,0.39
911,0.18,0.14,,0.06,0.39,
912,0.29,0.06,0.01,0.03,0.39,
913,0.18,0.15,,0.06,0.39,
914,0.21,0.04,0.09,0.05,0.39,
915,0.36,0.02,,0.0,0.39,
916,0.14,0.16,,0.08,0.39,
917,0.19,0.15,,0.05,0.38,
918,0.25,0.1,,0.03,0.38,
919,0.14,0.18,,0.07,0.38,
920,0.19,0.15,,0.05,0.38,
921,0.27,0.1,,0.01,0.38,
922,0.19,0.15,,0.05,0.38,
923,0.22,0.13,,0.03,0.38,
924,0.16,0.16,,0.05,0.38,
925,0.21,0.14,,0.02,0.38,
926,0.18,0.13,,0.08,0.38,
927,0.27,0.1,,0.01,0.38,
928,,,0.36,0.02,0.38,
929,0.32,0.01,,0.05,0.38,
930,0.28,0.08,,0.01,0.38,
931,,,,,,0.38
932,0.12,0.0,,0.26,0.38,
933,0.25,0.1,,0.03,0.38,
934,0.35,0.02,,0.0,0.38,
935,,,,,,0.38
936,0.16,0.18,,0.03,0.37,
937,,,0.37,,0.37,
938,0.29,0.07,,0.01,0.37,
939,0.09,0.18,0.01,0.1,0.37,
940,0.18,0.14,,0.05,0.37,
941,0.14,0.2,,0.03,0.37,
942,0.31,0.01,,0.05,0.37,
943,0.1,0.19,0.03,0.06,0.37,
944,0.1,0.06,0.17,0.03,0.37,
945,,,,,,0.37
946,0.3,0.06,,0.0,0.37,
947,0.35,0.02,,0.0,0.37,
948,0.08,0.06,0.19,0.03,0.37,
949,0.19,0.12,,0.06,0.37,
950,0.27,0.07,0.01,0.03,0.37,
951,,,,,,0.37
952,0.16,0.17,,0.04,0.37,
953,0.13,0.17,,0.06,0.36,
954,0.16,0.12,0.03,0.06,0.36,
955,,,,,,0.36
956,0.24,0.09,0.01,0.03,0.36,
957,0.18,0.14,,0.05,0.36,
958,0.26,0.1,,0.01,0.36,
959,,,0.34,0.02,0.36,
960,0.26,0.1,,0.01,0.36,
961,0.15,0.11,0.08,0.02,0.36,
962,0.09,0.05,0.18,0.03,0.36,
963,0.27,0.08,,0.01,0.36,
964,0.25,0.1,,0.01,0.36,
965,0.07,0.02,0.23,0.04,0.36,
966,0.29,0.06,,0.0,0.36,
967,0.04,0.05,0.25,0.03,0.36,
968,0.3,0.03,,0.03,0.36,
969,0.18,0.08,0.08,0.03,0.36,
970,0.24,0.09,,0.03,0.36,
971,0.33,,,0.03,0.36,
972,,,0.36,,0.36,
973,0.12,0.15,,0.08,0.36,
974,0.24,0.07,,0.05,0.36,
975,0.33,0.02,,0.0,0.36,
976,0.13,0.16,,0.06,0.35,
977,0.18,0.12,,0.05,0.35,
978,0.2,0.13,,0.02,0.35,
979,0.17,0.13,,0.05,0.35,
980,0.25,0.09,,0.01,0.35,
981,,,,,,0.35
982,0.11,0.18,,0.06,0.35,
983,0.25,0.09,,0.01,0.35,
984,,,,,,0.35
985,0.15,0.05,0.14,0.01,0.35,
986,0.19,0.13,,0.02,0.35,
987,0.32,0.0,,0.02,0.35,
988,,,,,,0.35
989,,,,,,0.35
990,,,,,,0.35
991,0.3,0.01,0.0,0.03,0.35,
992,0.14,0.15,,0.06,0.34,
993,0.3,0.01,0.01,0.03,0.34,
994,0.11,0.09,0.12,0.03,0.34,
995,0.16,0.15,,0.04,0.34,
996,,,,,,0.34
997,0.25,0.09,,0.01,0.34,
998,0.32,0.02,,0.0,0.34,
999,0.32,0.02,,0.0,0.34,
1000,0.32,0.02,,0.0,0.34,
1001,0.31,0.0,,0.03,0.34,
1002,0.31,0.0,,0.02,0.34,
1003,0.13,0.15,,0.05,0.34,
1004,0.32,0.02,,0.0,0.34,
1005,0.27,0.02,0.02,0.03,0.34,
1006,,,,,,0.34
1007,0.32,0.02,,0.0,0.34,
1008,0.19,0.13,,0.02,0.34,
1009,0.14,0.03,0.15,0.02,0.34,
1010,0.26,0.07,,0.01,0.34,
1011,0.1,0.18,,0.05,0.34,
1012,0.14,0.16,,0.03,0.34,
1013,0.04,0.03,0.25,0.01,0.34,
1014,0.19,0.13,,0.02,0.34,
1015,0.29,0.02,,0.03,0.34,
1016,0.19,0.11,,0.03,0.33,
1017,,,0.33,,0.33,
1018,,,0.33,,0.33,
1019,0.1,0.18,,0.05,0.33,
1020,0.12,0.18,,0.04,0.33,
1021,0.17,0.13,,0.03,0.33,
1022,0.21,0.09,,0.03,0.33,
1023,0.19,0.13,,0.02,0.33,
1024,0.17,0.13,,0.03,0.33,
1025,0.14,0.14,0.02,0.03,0.33,
1026,0.25,0.07,,0.01,0.33,
1027,0.3,0.01,,0.03,0.33,
1028,0.16,0.13,,0.04,0.33,
1029,0.15,0.16,,0.03,0.33,
1030,0.24,0.09,,0.01,0.33,
1031,0.09,0.07,0.14,0.03,0.33,
1032,0.05,0.04,0.23,0.01,0.33,
1033,,,,,,0.33
1034,0.29,0.01,,0.03,0.33,
1035,0.26,0.06,,0.0,0.33,
1036,0.19,0.11,,0.03,0.33,
1037,0.17,0.13,,0.03,0.33,
1038,0.15,0.13,,0.05,0.33,
1039,0.14,0.16,,0.03,0.33,
1040,,,0.33,,0.33,
1041,0.25,0.07,,0.01,0.33,
1042,0.31,0.02,,0.0,0.33,
1043,0.19,0.11,,0.03,0.33,
1044,0.15,0.15,,0.03,0.33,
1045,0.3,0.02,,0.0,0.33,
1046,0.14,0.14,,0.05,0.33,
1047,0.23,0.09,,0.01,0.32,
1048,0.22,0.01,0.08,0.02,0.32,
1049,0.16,0.12,,0.04,0.32,
1050,0.27,0.03,,0.03,0.32,
1051,0.13,0.14,,0.06,0.32,
1052,0.11,0.08,0.1,0.03,0.32,
1053,0.15,0.1,0.03,0.04,0.32,
1054,0.18,0.11,,0.03,0.32,
1055,0.05,0.04,0.21,0.02,0.32,
1056,0.19,0.1,,0.03,0.32,
1057,0.26,0.04,,0.03,0.32,
1058,0.15,0.14,,0.03,0.32,
1059,0.16,0.12,,0.04,0.32,
1060,0.15,0.14,0.01,0.03,0.32,
1061,0.23,0.08,,0.01,0.32,
1062,,,,,,0.32
1063,0.15,0.12,,0.05,0.32,
1064,0.3,0.02,,0.0,0.32,
1065,0.11,0.15,,0.05,0.32,
1066,0.18,0.12,,0.02,0.32,
1067,0.27,0.02,,0.02,0.32,
1068,,,0.32,,0.32,
1069,0.08,0.15,,0.09,0.31,
1070,0.11,0.17,,0.03,0.31,
1071,0.17,0.11,,0.03,0.31,
1072,0.08,0.03,0.16,0.04,0.31,
1073,0.04,0.18,,0.1,0.31,
1074,0.23,0.07,,0.01,0.31,
1075,0.23,0.07,,0.01,0.31,
1076,0.09,0.15,0.01,0.05,0.31,
1077,0.29,,,0.02,0.31,
1078,0.17,0.12,,0.02,0.31,
1079,0.23,0.07,,0.01,0.31,
1080,0.19,0.09,,0.03,0.31,
1081,0.22,0.08,,0.01,0.31,
1082,0.12,0.13,,0.05,0.31,
1083,,,,,,0.31
1084,0.2,0.08,,0.03,0.31,
1085,0.2,0.08,,0.03,0.31,
1086,,,,,,0.31
1087,0.22,0.08,,0.01,0.31,
1088,0.05,0.19,,0.07,0.31,
1089,0.29,0.02,,0.0,0.31,
1090,0.28,0.01,,0.02,0.31,
1091,0.24,0.05,,0.02,0.31,
1092,0.29,0.02,,0.0,0.31,
1093,0.29,0.02,,0.0,0.31,
1094,0.15,0.12,,0.04,0.31,
1095,0.25,0.03,,0.02,0.31,
1096,0.15,0.12,,0.04,0.31,
1097,0.22,0.08,,0.01,0.3,
1098,0.06,0.05,0.17,0.02,0.3,
1099,0.17,0.12,,0.02,0.3,
1100,0.14,0.07,0.07,0.02,0.3,
1101,0.15,0.12,,0.04,0.3,
1102,0.08,0.17,0.03,0.02,0.3,
1103,0.28,0.0,,0.02,0.3,
1104,0.16,0.04,0.08,0.02,0.3,
1105,0.21,0.08,,0.01,0.3,
1106,0.17,0.11,,0.02,0.3,
1107,,,,,,0.3
1108,0.15,0.06,0.06,0.02,0.3,
1109,,,0.3,,0.3,
1110,0.17,0.09,,0.03,0.3,
1111,0.21,0.08,,0.01,0.3,
1112,0.26,0.02,,0.02,0.3,
1113,0.23,0.06,,0.01,0.3,
1114,0.23,0.04,,0.02,0.3,
1115,0.22,0.06,,0.01,0.3,
1116,0.24,0.03,,0.02,0.3,
1117,0.2,0.03,0.05,0.02,0.3,
1118,0.16,0.1,,0.03,0.3,
1119,,,,,,0.29
1120,0.26,0.01,,0.02,0.29,
1121,0.19,0.03,0.02,0.05,0.29,
1122,0.12,0.14,,0.03,0.29,
1123,0.11,0.03,,0.15,0.29,
1124,0.27,0.0,,0.02,0.29,
1125,0.11,0.08,0.07,0.03,0.29,
1126,0.07,,0.2,0.01,0.29,
1127,0.27,0.02,,0.0,0.29,
1128,0.25,0.02,,0.03,0.29,
1129,0.24,0.03,,0.02,0.29,
1130,0.27,0.02,,0.0,0.29,
1131,0.22,0.06,,0.01,0.29,
1132,0.11,0.12,,0.06,0.29,
1133,,,,,,0.29
1134,,,,,,0.29
1135,0.06,0.02,0.2,0.01,0.29,
1136,0.06,0.0,0.22,0.01,0.29,
1137,0.13,0.08,0.03,0.04,0.29,
1138,0.15,0.07,0.05,0.02,0.29,
1139,,,,,,0.29
1140,0.26,0.0,,0.02,0.28,
1141,0.2,0.08,,0.01,0.28,
1142,0.21,0.06,,0.01,0.28,
1143,0.1,0.03,0.14,0.02,0.28,
1144,0.2,0.08,,0.01,0.28,
1145,0.11,0.12,,0.05,0.28,
1146,0.2,0.08,,0.01,0.28,
1147,0.26,0.02,,0.0,0.28,
1148,0.14,0.11,,0.04,0.28,
1149,0.16,0.11,,0.02,0.28,
1150,0.13,0.11,,0.05,0.28,
1151,0.13,0.12,,0.03,0.28,
1152,0.25,0.01,,0.02,0.28,
1153,0.14,0.11,,0.04,0.28,
1154,0.26,0.0,,0.02,0.28,
1155,0.13,0.12,,0.03,0.28,
1156,,0.24,,0.04,0.28,
1157,0.11,0.07,0.08,0.03,0.28,
1158,0.14,0.11,,0.04,0.28,
1159,0.12,0.02,,0.14,0.28,
1160,0.2,0.05,,0.02,0.28,
1161,0.14,0.11,,0.04,0.28,
1162,,,,,,0.28
1163,,,,,,0.28
1164,0.2,0.07,,0.01,0.28,
1165,0.14,0.12,,0.02,0.28,
1166,,,,,,0.28
1167,,,,,,0.28
1168,0.21,0.06,,0.01,0.28,
1169,0.02,0.14,0.02,0.1,0.28,
1170,0.16,0.03,0.05,0.04,0.28,
1171,,,0.28,,0.28,
1172,0.23,0.02,,0.03,0.28,
1173,0.11,0.01,,0.16,0.28,
1174,0.17,0.08,,0.03,0.28,
1175,0.08,,0.18,0.02,0.28,
1176,0.14,0.11,,0.04,0.28,
1177,,,,,,0.28
1178,0.21,0.06,,0.01,0.28,
1179,,,,,,0.27
1180,0.26,0.02,,0.0,0.27,
1181,0.13,0.12,,0.02,0.27,
1182,0.24,0.0,0.01,0.02,0.27,
1183,0.09,0.06,0.11,0.02,0.27,
1184,0.15,0.1,,0.02,0.27,
1185,0.17,0.08,,0.02,0.27,
1186,0.15,0.1,,0.03,0.27,
1187,0.14,0.1,,0.02,0.27,
1188,0.11,0.09,0.04,0.03,0.27,
1189,0.13,0.1,,0.03,0.27,
1190,0.18,,0.07,0.02,0.27,
1191,0.25,0.02,,0.0,0.27,
1192,0.12,0.01,,0.14,0.27,
1193,,,,,,0.27
1194,0.18,0.08,,0.01,0.27,
1195,0.14,0.1,,0.03,0.27,
1196,0.13,0.1,,0.03,0.27,
1197,0.2,0.06,,0.01,0.27,
1198,0.05,0.16,,0.06,0.27,
1199,0.08,0.11,,0.08,0.27,
1200,,,,,,0.27
1201,,,,,,0.27
1202,,,,,,0.27
1203,0.12,,0.12,0.03,0.27,
1204,0.27,,,,0.27,
1205,0.21,0.04,,0.02,0.27,
1206,,0.06,0.2,0.01,0.27,
1207,0.19,0.07,,0.0,0.27,
1208,0.21,0.03,,0.03,0.27,
1209,0.17,0.06,0.01,0.02,0.26,
1210,0.22,0.02,,0.02,0.26,
1211,0.22,0.02,,0.02,0.26,
1212,0.13,0.1,,0.03,0.26,
1213,0.12,0.06,0.04,0.04,0.26,
1214,,,,,,0.26
1215,0.23,0.01,,0.02,0.26,
1216,0.18,0.06,0.0,0.02,0.26,
1217,0.19,0.07,,0.0,0.26,
1218,0.19,0.07,,0.0,0.26,
1219,,,0.26,,0.26,
1220,0.04,0.05,0.16,0.01,0.26,
1221,0.15,0.09,,0.02,0.26,
1222,0.2,0.04,,0.02,0.26,
1223,0.08,0.17,,0.02,0.26,
1224,,,,,,0.26
1225,,,0.26,,0.26,
1226,0.21,0.05,,0.0,0.26,
1227,,,,,,0.26
1228,,,,,,0.26
1229,0.1,0.04,0.11,0.01,0.26,
1230,0.12,0.11,,0.02,0.26,
1231,0.11,0.02,0.11,0.01,0.26,
1232,0.18,0.07,,0.0,0.26,
1233,0.19,0.06,,0.01,0.26,
1234,,,,,,0.26
1235,0.05,0.07,0.11,0.03,0.26,
1236,0.2,0.03,,0.03,0.26,
1237,,,0.26,,0.26,
1238,0.2,0.03,,0.02,0.26,
1239,0.11,0.1,,0.05,0.26,
1240,,,0.25,0.0,0.25,
1241,0.12,0.1,,0.03,0.25,
1242,,,,,,0.25
1243,0.17,0.01,,0.08,0.25,
1244,0.23,,,0.02,0.25,
1245,,,,,,0.25
1246,0.19,0.01,,0.05,0.25,
1247,0.14,0.1,,0.02,0.25,
1248,,,0.25,,0.25,
1249,0.22,0.01,,0.02,0.25,
1250,0.22,0.01,,0.02,0.25,
1251,0.25,0.0,,,0.25,
1252,0.12,0.1,,0.03,0.25,
1253,0.16,0.07,,0.02,0.25,
1254,0.2,0.05,,0.0,0.25,
1255,,,0.25,,0.25,
1256,0.18,0.05,,0.02,0.25,
1257,0.21,0.02,,0.02,0.25,
1258,,,,,,0.25
1259,0.23,0.0,,0.02,0.25,
1260,0.03,0.03,0.18,0.01,0.25,
1261,0.13,0.07,,0.04,0.25,
1262,0.14,0.09,,0.02,0.25,
1263,0.16,0.05,0.03,0.02,0.25,
1264,0.1,0.13,,0.02,0.25,
1265,0.12,0.09,,0.03,0.25,
1266,0.23,0.01,,0.0,0.25,
1267,0.16,0.07,,0.02,0.25,
1268,0.19,0.04,,0.02,0.25,
1269,0.22,0.01,,0.02,0.25,
1270,0.18,0.07,,0.0,0.25,
1271,,,,,,0.24
1272,0.14,0.07,,0.03,0.24,
1273,,,0.24,,0.24,
1274,0.03,0.02,0.18,0.02,0.24,
1275,0.14,0.09,,0.02,0.24,
1276,0.14,0.09,,0.02,0.24,
1277,0.12,0.1,,0.02,0.24,
1278,,,,,,0.24
1279,0.14,0.04,0.05,0.01,0.24,
1280,0.13,0.09,,0.02,0.24,
1281,,,,,,0.24
1282,,,,,,0.24
1283,,,,,,0.24
1284,0.16,0.06,,0.02,0.24,
1285,0.13,0.09,,0.02,0.24,
1286,0.04,0.16,,0.04,0.24,
1287,0.19,0.05,,0.01,0.24,
1288,0.18,0.05,,0.01,0.24,
1289,0.2,0.02,,0.02,0.24,
1290,0.13,0.04,0.06,0.01,0.24,
1291,0.11,0.09,,0.04,0.24,
1292,0.22,0.01,,0.0,0.24,
1293,0.19,0.05,,0.0,0.24,
1294,0.19,0.05,,0.0,0.24,
1295,0.13,0.09,,0.02,0.24,
1296,0.19,0.05,,0.01,0.24,
1297,0.12,0.09,,0.02,0.24,
1298,,,0.24,,0.24,
1299,0.22,0.0,,0.02,0.24,
1300,,,,,,0.24
1301,0.17,0.06,,0.0,0.24,
1302,0.17,0.05,,0.02,0.24,
1303,0.22,0.0,,0.02,0.24,
1304,0.18,0.04,,0.02,0.24,
1305,0.13,0.09,,0.02,0.24,
1306,0.19,0.03,,0.02,0.24,
1307,0.17,0.05,,0.02,0.24,
1308,0.13,0.09,,0.02,0.24,
1309,0.16,0.02,0.04,0.02,0.24,
1310,0.17,0.06,,0.0,0.24,
1311,0.1,0.07,0.02,0.05,0.24,
1312,0.2,0.02,,0.02,0.24,
1313,0.22,0.01,,0.0,0.24,
1314,0.1,0.11,,0.02,0.24,
1315,0.16,0.05,,0.02,0.24,
1316,0.12,0.04,0.05,0.03,0.24,
1317,,,0.23,,0.23,
1318,0.17,0.05,,0.02,0.23,
1319,0.18,0.05,,0.01,0.23,
1320,,,0.23,,0.23,
1321,,,,,,0.23
1322,0.12,0.02,0.08,0.02,0.23,
1323,0.11,0.09,,0.03,0.23,
1324,,,,,,0.23
1325,0.15,0.06,,0.02,0.23,
1326,0.18,0.05,,0.01,0.23,
1327,0.17,0.05,,0.01,0.23,
1328,0.12,0.08,,0.03,0.23,
1329,0.11,0.06,0.02,0.04,0.23,
1330,0.21,0.01,,0.02,0.23,
1331,0.21,0.01,,0.02,0.23,
1332,0.13,0.09,,0.02,0.23,
1333,0.21,0.01,,0.02,0.23,
1334,0.17,0.05,,0.01,0.23,
1335,0.13,0.06,0.02,0.02,0.23,
1336,,,0.23,,0.23,
1337,0.11,0.09,,0.03,0.23,
1338,,,,,,0.23
1339,0.11,0.09,,0.03,0.23,
1340,0.13,0.09,,0.01,0.23,
1341,,,,,,0.23
1342,0.11,0.09,,0.03,0.23,
1343,0.13,0.09,,0.01,0.23,
1344,,,,,,0.23
1345,,0.09,0.11,0.02,0.23,
1346,0.09,0.08,0.03,0.03,0.23,
1347,0.13,0.07,,0.03,0.23,
1348,0.08,0.06,0.05,0.03,0.23,
1349,0.11,0.06,0.0,0.05,0.23,
1350,0.11,0.09,,0.03,0.23,
1351,0.11,0.09,,0.03,0.22,
1352,0.16,0.05,,0.02,0.22,
1353,,,0.22,,0.22,
1354,0.17,0.05,,0.01,0.22,
1355,0.11,0.09,,0.03,0.22,
1356,0.21,0.01,,0.0,0.22,
1357,0.21,0.01,,0.0,0.22,
1358,,,0.22,,0.22,
1359,,,0.22,,0.22,
1360,0.13,0.06,,0.03,0.22,
1361,,,0.22,,0.22,
1362,0.11,0.06,0.02,0.04,0.22,
1363,0.09,0.04,0.06,0.03,0.22,
1364,0.16,0.06,,0.0,0.22,
1365,0.17,0.03,,0.02,0.22,
1366,0.21,0.01,,0.0,0.22,
1367,,,,,,0.22
1368,,,,,,0.22
1369,0.17,0.03,,0.02,0.22,
1370,0.16,0.05,,0.01,0.22,
1371,,,,,,0.22
1372,0.14,0.03,0.05,0.0,0.22,
1373,0.18,0.04,,0.0,0.22,
1374,0.13,0.07,,0.02,0.22,
1375,0.17,0.04,,0.01,0.22,
1376,0.09,0.08,,0.05,0.22,
1377,0.08,,0.13,0.01,0.22,
1378,0.17,0.03,,0.02,0.22,
1379,0.11,0.04,0.03,0.03,0.22,
1380,0.03,0.12,,0.07,0.22,
1381,,,,,,0.22
1382,,,,,,0.22
1383,0.16,0.04,,0.02,0.22,
1384,0.05,0.15,,0.03,0.22,
1385,0.14,0.06,,0.02,0.22,
1386,0.08,0.12,,0.02,0.22,
1387,0.17,0.04,,0.01,0.22,
1388,0.09,0.09,,0.04,0.22,
1389,0.11,0.09,,0.02,0.22,
1390,0.16,0.06,,0.0,0.22,
1391,0.05,,0.16,0.01,0.22,
1392,0.12,0.08,,0.01,0.22,
1393,0.17,0.04,,0.01,0.22,
1394,,,,,,0.22
1395,,,0.22,0.0,0.22,
1396,0.17,0.03,,0.02,0.22,
1397,0.1,0.09,,0.02,0.22,
1398,0.1,0.03,0.06,0.03,0.21,
1399,0.19,0.01,,0.02,0.21,
1400,0.03,0.02,0.15,0.01,0.21,
1401,0.17,0.04,,0.01,0.21,
1402,0.09,0.02,0.08,0.02,0.21,
1403,,,0.21,,0.21,
1404,0.16,0.05,,0.01,0.21,
1405,0.08,0.09,,0.04,0.21,
1406,0.2,0.01,,0.0,0.21,
1407,0.1,0.06,0.04,0.02,0.21,
1408,,,,,,0.21
1409,0.16,0.04,,0.02,0.21,
1410,0.1,0.08,,0.03,0.21,
1411,0.16,0.01,0.02,0.02,0.21,
1412,0.19,0.0,,0.02,0.21,
1413,,,,,,0.21
1414,,,,,,0.21
1415,0.11,0.07,,0.03,0.21,
1416,0.18,0.0,0.01,0.02,0.21,
1417,0.1,0.08,,0.03,0.21,
1418,0.1,0.08,,0.03,0.21,
1419,0.16,0.04,,0.01,0.21,
1420,0.14,0.04,,0.02,0.21,
1421,0.12,0.05,0.02,0.02,0.21,
1422,0.18,0.02,,0.02,0.21,
1423,0.13,0.04,0.03,0.01,0.21,
1424,0.1,0.06,0.02,0.03,0.21,
1425,,,,,,0.21
1426,0.12,0.07,,0.02,0.21,
1427,0.09,0.08,,0.03,0.21,
1428,,,,,,0.21
1429,0.15,0.03,0.01,0.02,0.21,
1430,0.1,0.08,,0.03,0.21,
1431,,,0.21,,0.21,
1432,,,,,,0.21
1433,0.1,0.08,,0.03,0.21,
1434,0.15,0.01,0.03,0.01,0.21,
1435,0.16,0.04,,0.01,0.21,
1436,,,0.21,,0.21,
1437,,,,,,0.21
1438,0.15,0.04,,0.01,0.21,
1439,0.15,0.05,,0.0,0.21,
1440,0.07,0.09,,0.04,0.2,
1441,0.15,0.05,,0.0,0.2,
1442,0.11,0.03,0.03,0.03,0.2,
1443,,,0.2,,0.2,
1444,0.06,0.1,0.01,0.04,0.2,
1445,,,,,,0.2
1446,0.17,0.02,,0.02,0.2,
1447,0.12,0.03,0.03,0.02,0.2,
1448,,,0.2,,0.2,
1449,0.02,0.0,0.18,0.0,0.2,
